Gene,avg_log2FC
PIK3C3,3.42506732949778
LIPG,3.37727205805395
GPCPD1,3.56225042431319
FAM83D,3.99145893814418
UBE2C,3.99145893814418
SLC9A8,3.63247230307701
UBE2V1,2.77542774075841
FAM217B,3.51112985843332
LSM14B,3.92352258922072
SS18L1,1.63755750669107
MRGBP,0.901321396688991
SLC2A4RG,1.24101915309404
ARID3A,3.57112738066741
APBA3,2.29913095037576
TNFAIP8L1,2.95865591864173
DUS3L,4.19948568515788
SPC24,3.58960781671169
hsa-mir-1199,3.54796111019416
CTB-55O6.12,3.6098354628065
CYP4F3,2.34495203477547
MED26,2.98028242203957
COLGALT1,3.71882470646603
KIAA0355,2.13161938746412
GRAMD1A,2.86588601789577
ALKBH6,3.7579548315192
ZNF260,3.3558178702706
ZNF780B,3.92352258922072
AKT2,3.42506732949778
ZNF574,3.19904522385123
LIPE-AS1,3.00932717101983
ZC3H4,2.75559122571621
TMEM143,1.56498772436262
FAM83E,3.31874113568597
TEAD2,3.51057371353982
ZNF264,3.31956548571002
ZNF446,2.8472226555632
TRMT2A,1.88028126471723
LZTR1,1.28907782196368
AP000350.4,4.24819238009532
TFIP11,3.0839488933654
MTMR3,3.51428321561483
DUSP18,2.13713397027396
MICALL1,2.88211671296575
UPK3A,2.59843557753633
FLJ27365,4.07240144800108
TUBGCP6,3.48612448633959
RWDD2B,3.74328282304385
LSS,2.56773184380162
C21orf58,3.38575867290286
NOVA1-AS1,1.67258359124236
SHISA9,4.19118787026596
TTTY14,1.71687980453123
AF186192.1,3.64831295324872
AC009065.1,2.86807845359832
MAP2K2,1.02618626408972
GSTO1,1.09469452349497
RPS27L,1.353733201094
NOTCH2,1.21395494896596
PPM1G,0.44622867962095
CCDC25,1.1743872346472
MYO10,0.210270754746479
WDR55,0.867501562848141
TXNL1,0.500143829236399
CTC-228N24.3,2.75305910830197
TRIP6,2.78000596569748
ATG4A,2.37522063707597
YBX2,2.91332553473205
OGFOD3,1.11261125787139
RAC2,3.30733824845679
RPN1,1.16442942433262
PDIA3,1.26090735804058
GPT,1.97995942712261
TMEM165,1.44168441311918
GFPT1,1.92873004535638
TOMM40,1.95056617518449
BSG,-2.2843041890678
MANF,0.666905813778165
SMARCE1,0.632296170755664
AP006222.2,2.54727750408912
VAMP4,2.07655294317787
STAM2,1.70610481386293
MFSD6,2.22398125648129
UMPS,2.05429937929101
FAM134B,2.32164879209999
CCDC167,1.88539176463814
HSPA14,2.60787512782317
DAK,1.45934602765305
NIP7,2.49667826801115
SOCS3,1.5625158026569
TECR,1.56989074537225
EMG1,0.810702631993563
XRCC6BP1,0.993836957324292
P4HB,0.967741271373101
MRPL50,1.62075178938068
CALM3,1.35517871282543
HSD17B7,2.02235064476135
CDC73,2.34788373692885
DENND1B,2.35905518553763
FBXO11,2.7938680401819
ACYP2,2.82945512867155
GPD2,2.47494750272231
MKRN2,2.61567315278203
SEPSECS,2.37996293211045
KDM7A,1.74652144057487
EXOSC1,1.28089884554852
MBNL2,1.01532823877975
STK24,1.51382954377349
NUP50,2.1196457181439
LRRFIP1,0.428367807400711
SEPT2,0.726642687379559
RCHY1,2.48793012147405
AHI1,2.92033330806996
OSBPL8,3.36386605481518
DERL1,1.25239974612524
FAM120AOS,-0.463427485871507
MUC12,0.575979385634867
RP11-14N7.2,0.610652862910353
ALDH1A1,1.90551555319438
PAFAH2,1.17154889947469
FAM46C,1.17267660418453
SP3,2.03179687267861
HOTTIP,1.21344627645636
CCDC132,1.95806943390528
NDUFAF6,2.13469553642241
PITRM1,2.59169032157098
CCDC34,1.08266409009473
TSC2,1.61799380298779
MTMR4,1.90419438335902
ROCK1,1.49484063091538
FAM210B,0.490704049377412
MAFF,1.65080531881905
MT1F,-3.6965967876128
TXNDC17,0.908436629877868
PPIA,1.00557859049203
CCT3,1.95535049385379
CCPG1,0.969355561546453
PLRG1,1.85967892540851
C9orf152,1.10794275095788
SMPD3,1.096450582547
PAFAH1B1,0.701102481801652
STRAP,0.425249047375036
LEFTY1,1.2187876970448
SNHG12,1.27704512560557
ANKRD13C,1.09603134678519
NUAK2,1.56674857359443
RP11-452F19.3,0.904048169791127
TMEM177,2.08511635262373
EPB41L5,0.302061446621143
SSFA2,1.18437427269711
NCKAP1,2.03395754620941
CCDC14,1.30175487525253
DCK,0.881271623962312
SOWAHA,0.288006085709057
YAE1D1,0.677372463126885
DDX56,1.5100574235371
PSMD10,1.92984304475777
CTD-2336O2.1,1.08440141243297
TACC1,1.2822074309498
LAPTM4B,-0.342533908738553
RGP1,2.05954096109348
UCK1,1.27273068614146
H2AFY2,0.694006945940682
BAG3,1.97572105042979
GANAB,2.27216380667502
MARK2,0.336965755111502
NUDT8,1.52644148892597
UCP2,1.45020519669897
CS,1.13418369800361
TRAFD1,0.296239347774121
DLEU1,0.827470213222826
PTPLAD1,0.838958479922678
MESDC1,1.13539592667151
WDR73,1.31636782346521
AP2B1,2.04478681521097
ZADH2,0.57478206057058
ATP9A,-0.315308739407365
VAPB,0.796811447718313
MEF2BNB,0.524549774819478
TUG1,1.31519126516277
CCND3,0.721250216830135
AIFM2,0.710035640414471
MLF2,0.787607897980386
STX18,0.824822394423475
UACA,0.786526547990184
HDGF,1.90557792742066
LAMTOR1,1.47271173392787
UBE2J2,0.563427623889575
MRPS5,0.695909886922622
SEPT9,2.47692976315137
TCIRG1,0.203555615020768
TBCA,1.15552069918136
PNKD,0.429308555032974
ATRAID,0.21341636199683
RANBP1,0.899441982152913
HSPA5,1.28226201184782
MARCKS,1.15813512836548
RAP1B,1.70498886068965
GUCA2A,-3.97310731231835
C12orf44,0.967413515677824
KRTCAP3,0.514991976531496
MRPL12,0.87426474301443
SNRPE,1.41618920408656
RAB10,1.75016451681517
GALNT3,0.103928215924845
PTP4A1,2.09915581669359
AK1,1.34106773326191
MSRB1,-0.530399350140933
BAK1,0.825374493794308
MTDH,0.602786365994028
HP1BP3,0.575494922707628
HADH,-0.116594391336763
GNAS,0.665349825959865
MRPS14,0.42983998865025
TMEM261,0.543472842605748
SMIM15,1.62187499880953
SYNJ2BP,0.281132789019815
CRYZL1,0.535396237693878
TAF12,2.23113436021217
SPTLC2,1.83946642962495
ZBTB8OS,0.80311199123625
SNX4,0.770202396799904
ZFYVE21,1.03385328800703
CCT4,1.30068092331427
SSR4,0.863949706543615
CHCHD5,0.397670286423117
SFXN1,0.371887727764683
GTF2H5,0.307207233718753
TOX4,-0.205747601458639
MRPL16,0.72272310364334
SMAGP,1.1598120732516
GGNBP2,0.515318279295986
CKMT1A,0.89419516084304
STX12,1.92403138048569
TBRG4,2.05282482560786
ARL16,4.20943836570884
ANXA4,1.23938668586617
SCRN2,0.64763888171083
COX11,1.10973117115421
CD46,0.533146912285449
UBE2K,0.800565674268594
POLR2J,1.21217550771477
ZDHHC3,0.94455981750368
BET1,2.21521526366542
UBALD2,2.37841650311261
EPS8L1,1.08238749159126
CBX3,0.438152917085447
PYURF,0.598814609343868
CTNNB1,0.837909378193299
TNIP2,1.3863935898737
SNRNP40,4.41693643521546
CD58,2.72313955368198
GLRX2,1.02101175654747
RSF1,1.43976639395928
TVP23B,1.74504121604256
ARL14EP,3.08580751836291
SURF4,0.558931125019752
PSMC6,1.07867062840867
PSMD11,1.31996799191201
PGK1,1.59818541039061
FH,1.39529958968551
ZNRD1,1.66290564097784
CHCHD3,0.689642558819604
HSPD1,0.756671286000672
SNRNP70,0.970556347256206
RRP7A,0.672643427119464
ANG,1.25944998977633
SRPK2,3.56189220932636
ELOVL1,0.833522655564529
LRRC59,0.165510173514811
CDCP1,1.14174995300599
SGSM3,1.64259689311318
MRPS7,1.32911546042695
PRDX1,1.62701960455423
NIPSNAP3A,0.713906432100793
RPL24,1.28822388321855
TCERG1,4.41168236101047
CTNND1,0.577715006203644
SNRPF,1.36265251068344
SNRPD1,1.2053132598953
SLIRP,1.30293840458592
AIM1,1.09277727127502
CAAP1,0.852061220634873
DEDD2,1.10070835339769
CA7,-1.62544902135871
NDUFA7-ENSG00000267855,0.395413526056295
TIMM17A,0.402756191386414
SRSF1,1.55132891724392
CD320,0.678949002990772
FBL,1.94137379916739
SPTBN1,1.36369512213632
GLYCTK,1.38049774342398
UQCC2,0.882389630587518
MTIF2,3.96651520046124
RP2,2.2064312433824
OBFC1,3.0556796464071
NR2C1,2.56007060102723
HIP1R,2.63749941434463
CSK,2.80612059060618
GALNT1,3.05630390913932
UBE2M,1.94272766907072
RPL22,0.944636267513309
AURKAIP1,0.867768100534862
NDUFA9,0.829852876789266
EIF3E,1.09390710616213
CIRBP,1.14860318118066
PLEKHA1,1.01549073962192
DECR2,0.881531758693942
FAHD1,1.25288888496641
SNRPB2,1.40040500316942
TFF3,0.741992910746878
RPLP1,0.890785322662872
KLF10,1.10949624562768
ACTR3,0.910647006033384
LSM4,1.15095930068029
RP11-295G20.2,2.95758982956032
KRR1,1.40988219170547
FAM104A,2.40185495477959
LASP1,2.39809144794561
MYO5B,2.21418534591147
DENND2A,0.690186194898106
GS1-251I9.4,0.442963668329075
RAB5B,0.871254457795116
FAM204A,0.59764892627888
AP1S1,0.536080264036759
COA6,-0.127203478810084
PFDN6,1.56739188970041
MCTS1,0.372483655748144
ARL2,0.136520675358491
ATP5J2,1.01671662374472
NAB1,2.18930588908711
MIR4458HG,1.82150579035673
ZNF259,1.65541094446759
NOC4L,2.76382543096308
BAG5,2.07301301478874
TXNDC11,1.67797928075896
ATP2C2,2.5516673107657
C19orf66,1.83069691474891
TRAPPC10,2.46201126102251
APEX1,0.595284448020635
MEAF6,-0.116894518562169
FAM114A1,0.132948756647892
FRYL,0.260908301596279
DSTN,1.11403743968914
NDUFS5,0.970523816378066
MTCH1,0.953186430459607
RPS24,0.766203976695835
STRA13,1.4863319294448
TTC22,0.533406408901518
F11R,1.14460935400385
TRAPPC12,0.839648268441066
CAMKMT,1.09960426751483
AC106876.2,0.749728587250694
TRIM27,2.0431708020716
CHMP7,0.811334747787569
BSPRY,1.88672785146409
KLHL36,1.16823059782582
TMEM99,1.87457935041448
NME1-NME2,1.56601184338657
YES1,1.84550380907935
TBC1D22A,1.77658020815006
CCNC,0.280521111939944
TRA2B,0.353785445870516
XRCC5,0.32676163735874
ARL6IP1,1.7863039546182
MZT2A,1.9618324218463
TIMMDC1,0.796247252194082
PSMD14,0.691976115649068
CYC1,1.08170476043414
CEP104,1.18492616026864
TNFRSF25,1.39120564373285
HOOK1,1.54194509121764
MAP3K2,2.20494953157945
AGPS,1.1637712470458
EXOSC7,1.69731768880678
DCUN1D1,1.02131921994849
UGCG,1.64800038188871
FAM107B,1.39752820159144
SLC38A1,1.60882432031015
NAP1L1,0.634205408769583
PRMT5,2.01210834244104
PPP2R5E,2.14467317275896
PSMB6,1.14633575114215
ACTL6A,1.65694842060739
M6PR,1.60204582286507
SS18L2,0.423205937216907
TMUB2,0.399801313819682
CTSB,0.279443417521678
OCIAD1,0.433872663171899
MT-ATP6,1.27119518451233
TRAM1,1.18783959467372
MRPS10,0.5743927206032
RAB5C,1.3550015790578
NDUFB8-ENSG00000166136,0.846364375536522
CLPP,1.16514621895824
ISG20,0.379688459714142
EPHA2,1.22735367227746
DYNC1LI1,0.862307891907439
RAB28,1.86113579829491
CBR4,1.46097027800404
CLCN3,2.12869023129209
B4GALT7,1.57304826061144
UBE4A,0.853771059824412
RNASEH2B,0.39850404560681
IFI27L1,1.02806844781427
ZNF581,0.68067384641634
LGALS1,1.312605257773
TRAPPC1,1.31310676180683
NRARP,0.980943555489257
EDEM2,0.776153945287255
NDUFAB1,1.02432866571335
WBSCR22,1.29232375056982
IRF6,0.65766153497052
SPCS3,0.633239950793
NDUFA5,0.529169317390684
PGGT1B,3.37455946642006
RHOF,0.348276955490154
ARHGEF10L,0.309718569807725
RPA2,1.36102341253235
SNAP47,0.203673959767664
MBOAT2,-0.310589528900988
VRK2,1.29319831102003
CCNT2,0.542819042867319
CCDC51,1.07617707504432
SMC4,0.490661892113369
RP11-83A24.2,1.11998324136752
MRPS30,1.03696870758405
SH3RF2,1.27990008534338
BOD1,1.60546594401709
PRPF4B,0.267235906453339
MAP3K7,0.99372915982098
COA1,0.935481245121041
NAMPT,1.6536772604039
CREB3L2,0.866555792362821
ADCK5,0.673054808993962
SYK,1.17864220344941
PWWP2B,0.848657444221252
TTC9C,0.890099868482322
COG8,0.998355780948065
RABEP1,0.819006321358265
DLGAP4,0.948454423165487
MTG2,0.748261884574194
SWSAP1,0.174657974553631
NR2C2AP,1.13189751945003
ZNF468,0.410603942293061
PUF60,1.02418083409899
PON2,1.82830140857187
PSMB2,1.30463302822117
IDI1,0.781316278926017
ERH,1.10137920491492
PHLDA2,0.814303433758281
COX6A1P2,1.00400305901868
STX19,-0.120411658175623
HMGCS2,-4.29598300743462
C20orf24,0.944226666987931
MYO7B,1.21959144652824
FDPS,1.0570566119271
NDFIP1,0.306748231248832
SFT2D1,1.52171048491163
ARL6IP4,1.09498454798814
LINC00493,1.02009356162793
RBM25,0.323061024411286
DNPH1,1.31950668252311
CHURC1,0.675809092485983
UBA52,0.749434788758047
RABGAP1L,1.57784197531669
ASPH,1.0303565786499
ASCC2,0.895783598230998
COX16,1.216687500632
VPS26A,0.101726437400705
RPL21,0.789236863182509
MYO1C,1.00720007589718
IK,0.366901834701638
ATP5O,1.23256589481544
CEBPG,0.875095716377204
TOMM5,2.61062502627974
SRSF7,0.376229835964506
MGMT,2.76677532841935
LSM2,0.382021122459227
SRP19,0.820180986657517
RHOA,1.1643238978441
PPP1CB,0.542611673832585
ERP29,1.16834372079508
NPLOC4,2.52166354844001
NFU1,0.358996548260983
DHX15,0.356383574188576
C6orf132,0.832959079789141
CAPN5,0.989951117859873
TMEM123,0.364987822408466
RRBP1,1.59812254259362
MESDC2,2.79008946341282
CCL28,1.10552654781877
RPL36,0.647027154595955
DNAJA1,0.38368565052998
TM9SF2,0.63015724866194
NAPRT1,0.939144789164685
SLC25A24,0.878702313722501
HNRNPDL,0.679595616210486
NT5DC1,0.358434490456453
TNFRSF12A,0.78714686763831
EIF4G2,1.06454478105721
C9orf16,0.82216162775996
NUDT14,0.489745608003012
LSM5,1.95241194393994
PGPEP1,2.26424283260877
CEBPD,-0.37109463031724
EIF4E,1.24175454120504
RPL23,1.05733342885229
POLR2L,1.12315889223525
CSNK1A1,3.48934104852346
CCT7,0.420137467518672
ARHGEF12,2.67051040069738
LSM1,0.920364610228437
SUMO1,0.927809410767311
RTCA,-0.123429212193185
PLSCR4,1.26827648320172
PDHB,1.02682904939284
MRPL54,0.796194505945003
CDK2AP2,0.369944034949008
ASF1A,3.57499302730819
SLC25A37,1.35292662193305
BET1L,1.23864737335905
PLEKHA5,4.57920681710265
TOB2,3.19107554540803
CRIPT,-0.416158826212189
MRPL1,0.902759906502231
GTF2F2,0.143050454083275
EMC10,1.25541181116501
TAP1,0.356015940391283
GTPBP6,1.22918767244709
RPLP2,0.676668574585952
PIGR,0.273431338781283
TMEM98,2.14807747198582
EXD3,2.00884162212497
COX20,0.409748935824287
COASY,-0.122698874020476
NAA38,0.518891702859042
SMU1,3.14665850459526
SMARCA4,1.44153335439386
GUCA2B,-7.56841507627999
GALM,1.71219595132839
NGLY1,0.97673908107259
CDKN2B,0.374560428135054
RTCB,0.657958537368261
FGD5-AS1,1.22514081354792
EID1,0.982299494685891
SEC31A,2.38838519503286
FKBP11,1.62500226263447
B3GALT5,2.25245686607007
KRCC1,0.798229283496796
SRSF9,0.410561444355261
PHB,1.54763399539067
UBB,-1.03856081979631
TKT,1.64859822226628
MAGED2,0.59765205738662
PEX2,1.40315786497885
NCL,0.342330033005171
IER3IP1-ENSG00000134049,0.477463781152673
SEC11C,0.981340270580249
CD55,1.38108728000682
MUTYH,1.83044123489812
SEPT10,1.4499481788626
SLAIN2,1.86479628505845
DNAJC21,1.33842531877067
TMLHE,1.24439363236509
ZDHHC16,1.51558440891534
YEATS4,1.77886601473048
NF1,1.50689212085039
RPL37A,0.758776518445015
ENY2,1.34294293088666
RPS20,0.837796902753368
TMEM125,0.947560958408676
PHAX,0.60328864752588
ZFAND3,0.748051465317874
TES,0.51275928356987
C14orf119,0.341776409209231
TMBIM4-ENSG00000155957,1.29922116200663
CEBPZ,1.79011698595364
SLC22A5,0.913363028784272
FTSJ2,1.47094044122056
ARMC1,1.69411532914144
GOLGA3,0.987371573780282
ABHD17C,0.468380507557838
KIF16B,1.41549026568846
TSTD1,0.478216777734013
LPCAT3,0.629607368689432
PIGP,0.967615492923683
SDCBP2,-1.7102972265311
MRPL33,1.02536862065352
UBE2E3,0.500056926007922
ECHS1,1.04247259131042
SSNA1,1.25082640178099
TOMM7,0.712652929638213
KCMF1,1.25303974690455
EIF4E2,0.491939192824293
SLC26A3,0.626051438112819
HINT2,0.323337953019702
PKM,1.3107999867626
TMEM50A,0.799530047910463
TFDP2,0.370509458477201
JMJD1C,1.48560526316887
MICU1,1.00170366307807
ZDHHC24,1.15175631624344
SLC25A10-ENSG00000183048,1.44841458752033
FAM207A,1.10057815418679
RAC1,0.902511464783268
NDUFS2,0.460868862439065
PRPF8,1.5662090821427
SAE1,0.438707914602015
SPCS1,0.661340218269821
RPA3,2.0893769316308
SOD2,0.349542757830464
ZC3H12A,0.585255712874994
SORT1,0.995036894739387
BRE,0.3022656167408
FOSL2,0.668651829525752
TMF1,0.397683001387145
NCK1,0.683418072404658
INTS12,1.02062915819082
THG1L,0.267705891490665
TBPL1,1.28113381760962
CAPRIN1,1.32485728633652
PPP6R3,-0.133877896196035
PCF11,0.332021131408307
DDX54,0.123374358284056
VSIG10,0.304242956646864
MPI,1.36337256604357
HSD17B4,0.938366655669436
PSMA2-ENSG00000106588,1.00478562184036
MRP63,0.452944710693914
KDELR2,0.658229065568882
LEPROTL1,0.773489423866911
GPX1,1.41520797076794
MMADHC,0.414215114099931
TAF9,0.643692290847945
TPRKB,2.11631502259329
NPM1,0.705114016911686
RP3-395M20.12,0.59370139622121
HIST2H2AA3,0.983343091551221
PARP1,0.594540686826125
ASNSD1,-0.327917611844153
FARSB,1.34550523293833
ISY1,0.231193623656661
RP11-294O2.2,0.791579252819547
SIL1,1.7228785290107
NOP16,0.991914932728454
DTNBP1,0.839478786516708
NUB1,0.147936764351669
C8orf33,-0.520412269087167
CACFD1,0.228645053550281
TIMM23,1.38769082505347
BTBD10,1.0236139199326
MRPL49,0.532864590388616
ERGIC2,-0.17822189857988
C12orf45,0.414392049086982
ANKLE2,-0.152799375054265
HSPH1,0.338943195150745
EMC9,1.22915227324927
MAP4K5,0.202240701409793
C16orf91,0.440279661292363
MVD,1.01105858767602
AFMID,0.863405078660843
HDHD2,-0.188954340026704
ITCH,0.64462640892434
ATP5SL,0.594137099366518
FOXA3,1.71396882285176
C21orf2,0.302570863006059
SMIM7,0.523266327609389
COMMD7,0.13278221934831
AK2,1.50484044371946
PTTG1IP,0.442854323623635
PSME2,1.31632509230511
GDI2,0.670916167151241
SRP72,0.950472903354035
SNRNP35,3.12886335412724
RPL36AL,0.858875597412224
TMEM134,0.959996285193935
BABAM1,0.14247959088942
FUCA2,0.254212443850743
CTBP2,0.23991473781587
YBX3,0.599693858421143
NIPA2,1.00875333140048
PSMD7,0.453351911965387
PDHA1,0.751535776615523
ABI1,1.04572422173219
MRPL11,0.781052931973732
TSR3,0.536666394257256
ABCF1,1.93459631905546
RP11-465B22.8,4.92975905141421
ABCC5,4.62851323669842
GMDS-AS1,4.38473567097427
PDSS2,4.3881085295611
REPS1,3.62040124766007
DOCK4,3.93199343606293
IARS,3.99400748994957
FBXW4,4.85325080976596
DENND5B,5.33229489075302
MARS,4.45616356204435
METTL1,6.02085285036419
XPOT,5.76156430721985
GPALPP1,3.91485996444094
VPS18,4.2866396747908
NARG2,5.06693400347537
XPO6,3.89067666885737
RHOT1,3.90048335821568
POLR3F,3.94884208855039
IRGQ,5.43105152152057
SELM,4.33148973513264
GAPDH,0.695503189940724
ATP5I,0.911585237103339
TTC1,0.462711312730168
LGALS9,1.20907905831848
NTPCR,0.759115289593196
CCL20,-0.454151514849607
H1FX,0.408598876588336
ETF1,0.375779403519266
FAM127B,-0.817510855566346
EXOSC4,0.830529360008872
QPRT,-0.349921830076152
SMAP1,1.79685769704962
SYNGR2,1.01710534931768
SUPT4H1,2.05389657513099
TPD52,0.914777940158124
USP16,0.519619171194644
ZCCHC10,0.466923261804569
PDCD6,0.743996180882506
RPS13,0.697979230024272
MYO6,-0.560350731293342
YPEL5,0.978986371165911
C4orf3,0.284068720799121
GTF3C6,0.791011214398091
DYNC2LI1,0.865005257936216
CREB3L1,0.253284366178512
CTDNEP1,4.58435257291265
MTOR,3.24326187715153
SPEN,2.43233185325816
RAVER2,3.48032629370113
FAM69A,3.020511122588
AP4B1,3.74151186690094
CRTC2,1.49070681618378
STX6,3.52873506874362
FBXO28,2.1716908646975
AC097500.2,3.08230583388346
PGAP1,3.22442850146557
TM4SF20,3.14135050261993
PID1,2.33727943736263
PLCL2,3.3765264237271
HSPBAP1,3.2295097816403
RP11-135A1.2,1.69563832305934
MAPK14,3.42349904886119
TINAG,3.32194231436034
ZC3H12D,2.9857095256216
EEPD1,3.09014537675886
CPSF4,2.82756906876531
CDHR3,3.72813717238282
LAMB1,3.68058358976867
SEPT6,1.95215530947246
STAG2,3.24465553970498
IRAK1,2.5053008538964
VPS13B,3.60934176734421
FAM214B,3.92231240128486
RASEF,3.22738200827794
GALNT12,3.4301663167953
FNBP1,1.36698894975212
NUP214,2.01755386821534
ZNF37A,3.10882851027175
C10orf10,3.22847303091686
ZNF503-AS1,2.74207646009628
ATG2A,3.22315898409827
CCDC85B,3.47284715832773
ZW10,3.2382674248037
C2CD5,3.62162809314729
ZNF219,2.8945463707588
SGPP1,2.22519570597385
TRIM69,3.74721516941959
DTWD1,3.66746831668548
MYO5C,3.64406970941059
CSNK1G1,1.60420348475903
PKD1,2.32519459887745
ACLY,2.80541340355519
RP11-700H6.1,3.3995455552185
TRIM47,2.3358999763156
FASTKD5,2.04003334763327
PCNT,3.12443960168885
GSTZ1,-0.136924770660643
CLN3-ENSG00000188603,0.870875999194251
PSMF1,-0.135516221357765
CA2,-1.79346539242581
PCSK1N,-5.76843611742176
C1D,1.21724781484043
SMARCB1,-0.6771527632014
LENG8,3.60601855471025
CALM1,0.917704697872333
S100A13,0.655709476550103
TFG,1.69191546311687
GTF2B,0.970658657346936
BHLHE40,0.845543466026916
ADAP1,0.426438185233717
FAM177A1,0.321547607724558
SERPINB1,0.641190140888052
SEPW1,-1.55807114427699
UBA3,2.18168046879521
ATAD3A,2.23995408203892
RP11-345P4.9,2.22360560400269
SRM,1.68854178739913
C1orf213,2.71972974728454
IFNLR1,3.18642012308862
IFI6,0.747599278837395
AGO3,2.8292240620804
MACF1,2.11238727302831
RP11-191G24.1,0.571441218422201
ALG6,2.8759849176603
ITGB3BP,2.12976309451639
RP4-612B15.3,1.33434810037271
MAGI3,3.03894993375109
WDR3,1.55687702167602
RNF115,2.19919871939706
CHD1L,2.60904001663088
OTUD7B,1.47049522097809
SETDB1,1.67240404337295
FAM189B,0.896376719494022
KLHDC9,2.2070044423894
DEDD,3.07489147407052
POGK,0.227818769232256
NR5A2,1.16371455741849
IKBKE,1.45456922263312
PFKFB2,2.64453442247371
FLVCR1-AS1,2.76862658667084
PSEN2,2.06139848689335
SPRTN,3.09628801758008
RBM34,0.680729104288586
SMYD3,0.321992090395169
ADAM17,2.90336955287325
MAP4K3,2.9352991320224
PREPL,0.809935631796028
MSH2,2.82656469457754
TGFA,1.42267592976572
DGUOK-AS1,1.06523944122478
CCDC142,3.18871236018711
KDM3A,2.47699546592533
KIAA1211L,3.56932169279053
SULT1C2,2.55302229997804
ZC3H6,2.21961919505905
C2orf76,0.144911019593524
GPR39,1.85402380824358
CYTIP,2.29836613739448
ACVR1,2.58530284341874
UBR3,2.26992533741124
MARS2,1.40845717590983
SGOL2,3.45640430030416
ORC2,1.82655707252007
INO80D,0.806012659285201
BARD1,1.72528371625277
RQCD1,2.23955162526291
EAF1,2.76663250140361
ZNF502,2.69559192691145
PCBP4,1.04282838837799
ABHD14A,1.93266649903287
ACTR8,0.275242575537175
ARHGEF3,0.393309289217948
ACOX2,2.27590166103747
ZDHHC23,2.29306882690697
ACAD9,1.33196363769863
CEP70,1.82114202771077
PIK3CB,2.22688017838234
PLSCR2,2.40714609828139
TM4SF1,1.61356052643305
P2RY1,2.51255950928702
PRKCI,2.63132945951557
NCEH1,2.75359072273704
EHHADH,1.69531506490032
OPA1,2.96872450125391
TMEM44-AS1,1.53551889684436
AC093323.3,2.14987743000253
ZCCHC4,1.78115361859169
SEC24D,2.94959707971618
USP53,2.19929888839208
MFSD8,1.36827752856296
NAA15,2.37782323229271
KIAA1430,2.88496708679023
FAM173B,1.13666817233387
RICTOR,2.60126220518864
ZNF131,2.88769288405125
PELO,1.65114723095744
MAP3K1,2.52532008104564
KIF2A,2.09425736900662
PIK3R1,2.1823510286364
AGGF1,1.22632509797198
MSH3,3.03183487076111
TTC37,1.58175396179269
LNPEP,1.43214359744437
JADE2,3.1474658483143
FAM13B,2.89393832316919
CXXC5,3.01489528086123
ARHGAP26,1.52201419385908
FAM114A2,2.25035037181558
STK10,1.91069501296141
UBTD2,2.72416169443427
FAF2,0.478966278075879
RGS14,3.34439803953009
HIST1H2BC,1.64566288389046
HMGN4,3.42241997706417
HIST1H2BJ,0.946277331019738
HCG18,1.25966137770968
UHRF1BP1,3.08682764415925
ETV7,2.52947381453575
NFYA,1.6443600204582
ENPP4,2.31880034314823
ICK,3.32112013786069
LACE1,2.30694795965755
RP3-325F22.5,2.1822947598787
MAP3K5,3.37447273029746
C6orf211,2.76958237835573
SOSTDC1,2.3969770920274
KLHL7,2.71111421796774
HOXA5,2.77236777877837
PLEKHA8,1.39956984337052
ZNF680,1.34803092333989
ZSCAN21,2.23304211446446
RP11-390E23.6,1.82978971794188
KLHDC10,3.07978631885237
TPK1,1.81975254749969
PAXIP1,2.55651280107627
TAB3,1.43516645956573
USP11,1.69897962515663
CCDC120,3.33370035229746
RRAGB,2.45587764083702
RLIM,2.47250629741315
TIMM8A,2.85054479382656
WDR44,2.57511048646523
NEIL2,1.02527059187085
TUSC3,1.78429869358403
NUDT18,2.91367307644684
INTS9,3.06526231402667
WRN,2.33083415387593
RP11-350N15.5,0.997733452749195
PRKDC,2.34296470737439
IMPAD1,3.38056023087873
ZC2HC1A,1.74615781331145
MTERFD1,2.38092219579852
EFR3A,1.88472011809859
FBXL6,0.429320120377421
KLHL9,2.33738414323768
TRMT10B,2.52971316245903
C9orf41,2.76220946052894
PSAT1,2.21653065554753
PHF2,1.8911075550243
CTNNAL1,1.96930230278058
DNAJC25,1.48537041512991
LRSAM1,3.14719140484674
RP11-545E17.3,0.810482544959532
MED27,1.65211022096998
REXO4,3.04149304793156
EGFL7,1.51092093792524
C8G,1.56789109284672
C9orf37,1.53390429841813
DCLRE1C,1.71089694810243
CACNB2,2.53897665176153
CSTF2T,1.68965639267718
RP11-773D16.1,1.59162940428455
TBC1D12,1.76837475493373
CHUK,1.98275203674462
CWF19L1,3.0628912129239
FAM53B,3.46968824757529
DOCK1,1.83995492170351
PGAP2,0.210102953618429
ST5,1.62325168527977
WEE1,1.68326145801999
ATG13,1.30926066884895
INTS5,2.56773373403626
CCDC88B,2.03559939868265
EIF1AD,2.85814545932962
ALDH3B1,1.66293487338845
RP11-660L16.2,2.03269951589933
RNF169,2.6754690673414
RAB30-AS1,0.919708683438791
MTMR2,1.98700427752709
CBL,1.33238372891055
NCAPD2,2.67949975350268
DNM1L,1.36121816658838
SLC48A1,2.09932364356141
LARP4,2.3342250273041
METTL7A,2.59811627195893
TFCP2,2.58811052351493
DGKA,2.38416520011692
MARCH9,1.67798858777782
