Gene;p_val;avg_log2FC;pct.1;pct.2;p_val_adj
KTN1;0.00261336728056431;1.52785625810675;0.7;0.215;1
LAMTOR5;0.00261586522777304;1.06435641800582;0.9;0.403;1
HSPB11;0.00262337568927181;2.10645267235076;0.3;0.052;1
CALM2;0.00262431216239535;1.12112721036523;1;0.675;1
UAP1;0.00269110125173751;0.482646183947217;0.4;0.084;1
SNX17;0.00270559243065315;0.676046092010331;0.6;0.162;1
CLINT1;0.00273857119463022;1.93832929882857;0.3;0.052;1
DNAJB12;0.00273857119463022;1.74419817549539;0.3;0.052;1
PHKB;0.00273857119463022;1.7789338849556;0.3;0.052;1
MFSD11;0.00273857119463022;1.58241820769757;0.3;0.052;1
CCNK;0.00275582873333604;3.63885342227458;0.2;0.026;1
SNRPA1;0.00278615407847575;1.28160569002196;0.5;0.136;1
SPR;0.00278753377920551;0.532984761097287;0.4;0.084;1
DNAJB11;0.00280142691260145;1.21450310303006;0.4;0.089;1
CSDE1;0.00280553995930481;2.1937012813414;0.7;0.236;1
RAB13;0.0028410820355044;0.967544440200794;0.5;0.126;1
SEC62;0.00284128042148063;2.18575829498332;0.6;0.204;1
CLN5;0.00285837047660401;1.75194062239727;0.3;0.052;1
FABP1;0.00287350945446588;-1.50283040640928;0.9;0.969;1
EIF2S2;0.00288571240945803;1.103729781834;0.7;0.225;1
CPSF6;0.00288711259267909;0.619336365285082;0.4;0.084;1
HNRNPM;0.00289905483300097;1.03712669638981;0.6;0.188;1
ARHGAP44;0.00291864464593363;5.46081478968795;0.2;0.026;1
TXN2;0.00292700020967037;0.900404243672047;0.5;0.126;1
EIF4H;0.00293377699566647;0.679687976451935;0.6;0.162;1
CD59;0.00298054918330783;1.14745338348276;0.7;0.246;1
ORC4;0.00298293620688264;1.26807290817434;0.3;0.052;1
ATP10B;0.00298293620688264;0.810157455208027;0.3;0.052;1
HNRNPUL1;0.00298293620688264;0.876171031075832;0.3;0.052;1
SNRPD2;0.00300014171797776;1.15319006044794;0.7;0.283;1
PDCD6IP;0.00300288401797401;0.745286615891033;0.6;0.168;1
KHDRBS1;0.00303252068083037;2.09302323798172;0.5;0.131;1
BID;0.00303252068083037;1.22410484464272;0.5;0.131;1
GBAS;0.00307764214341336;0.567664314669362;0.5;0.12;1
RARRES3;0.00309227715015384;1.73872885248531;0.4;0.094;1
SNRPG;0.0031022705967938;1.83177843942196;0.6;0.225;1
FAM49B;0.003104355849193;1.25403726031349;0.4;0.089;1
HOXA10;0.00311243586576737;1.45693770589056;0.3;0.052;1
C9orf142;0.00311243586576737;1.11100461424198;0.3;0.052;1
RNF34;0.00311243586576737;0.458786471051977;0.3;0.052;1
RPS21;0.003114175194194;1.18001668021364;0.9;0.461;1
CAPNS1;0.00312238284819405;1.20509855406405;0.5;0.131;1
MRPS18C;0.00316628506515816;1.11247844059919;0.6;0.168;1
SP110;0.00316844684937387;3.77042812400672;0.3;0.058;1
NARS;0.00319917625710038;0.78868277881913;0.5;0.126;1
PSMD3;0.00321882498691052;2.31368663349458;0.5;0.136;1
S100A16;0.0032277716787931;1.20895549430759;0.8;0.414;1
TSPO;0.00323718355179861;1.42173242580994;0.9;0.539;1
SLC25A38;0.00324704184538969;0.472437915339195;0.3;0.052;1
SH3RF1;0.00324704184538969;1.05919019633701;0.3;0.052;1
MRRF;0.00324704184538969;0.106435803483185;0.3;0.052;1
SMPD1;0.00324704184538969;1.35869323796548;0.3;0.052;1
NOP56;0.00324704184538969;0.673570533086162;0.3;0.052;1
TAPBP;0.0032507461171;1.08957575534295;0.6;0.183;1
SHMT2;0.00327089237431578;2.83487208613675;0.2;0.026;1
AP1G1;0.00327089237431578;3.70212109438091;0.2;0.026;1
GLMN;0.00332663674538272;5.08042081991032;0.1;0.005;1
VSNL1;0.00332663674538272;4.76246036365747;0.1;0.005;1
PELI1;0.00332663674538272;4.3813006991812;0.1;0.005;1
LBX2-AS1;0.00332663674538272;4.44434361204377;0.1;0.005;1
MAP4K4;0.00332663674538272;5.08570889845226;0.1;0.005;1
ANAPC1;0.00332663674538272;4.31818079285615;0.1;0.005;1
ITGB6;0.00332663674538272;4.53346422013231;0.1;0.005;1
PARP3;0.00332663674538272;4.75911750288977;0.1;0.005;1
RASA2;0.00332663674538272;7.51536081350101;0.1;0.005;1
MBNL1-AS1;0.00332663674538272;5.03717873636329;0.1;0.005;1
LSM11;0.00332663674538272;8.05579351343163;0.1;0.005;1
MED20;0.00332663674538272;5.20208086266626;0.1;0.005;1
MTFR2;0.00332663674538272;4.26383238707205;0.1;0.005;1
NFE2L3;0.00332663674538272;4.30693708369841;0.1;0.005;1
HOXA3;0.00332663674538272;4.46205455129169;0.1;0.005;1
MRPS17-ENSG00000239789;0.00332663674538272;4.37513801594873;0.1;0.005;1
SLC25A53;0.00332663674538272;4.61201659164497;0.1;0.005;1
AMMECR1;0.00332663674538272;4.69777440971379;0.1;0.005;1
RP11-498P14.3;0.00332663674538272;4.32537371065321;0.1;0.005;1
ALDOB;0.00332663674538272;4.41242489066985;0.1;0.005;1
METTL15;0.00332663674538272;4.53176076826045;0.1;0.005;1
AP001258.4;0.00332663674538272;4.29523817024566;0.1;0.005;1
INPPL1;0.00332663674538272;4.85671275492711;0.1;0.005;1
MAML2;0.00332663674538272;7.9350916643204;0.1;0.005;1
PPP2R1B;0.00332663674538272;4.4957344367957;0.1;0.005;1
UTP20;0.00332663674538272;4.31818079285615;0.1;0.005;1
PUS1;0.00332663674538272;4.39388934788744;0.1;0.005;1
MCF2L;0.00332663674538272;4.73801764722884;0.1;0.005;1
RP11-187E13.1;0.00332663674538272;4.38302044811982;0.1;0.005;1
LRR1;0.00332663674538272;5.7098965388215;0.1;0.005;1
UBR7;0.00332663674538272;4.29523817024566;0.1;0.005;1
UBR1;0.00332663674538272;4.70998666062546;0.1;0.005;1
HYPK;0.00332663674538272;4.30693708369841;0.1;0.005;1
RP11-66B24.4;0.00332663674538272;7.36571068143996;0.1;0.005;1
ABAT;0.00332663674538272;4.52352662400501;0.1;0.005;1
SOCS1;0.00332663674538272;4.33440973202775;0.1;0.005;1
