Gene;p_val;avg_log2FC;pct.1;pct.2;p_val_adj
SERTAD2;0.131294519321152;1.753603789952;0.1;0.021;1
SPRED2;0.131294519321152;2.01177295523937;0.1;0.021;1
RTKN;0.131294519321152;0.489886326936117;0.1;0.021;1
MOGS;0.131294519321152;1.49270912116304;0.1;0.021;1
HTRA2;0.131294519321152;0.826371624150211;0.1;0.021;1
CNOT11;0.131294519321152;2.4105963403238;0.1;0.021;1
PKP4;0.131294519321152;1.70231508111645;0.1;0.021;1
RPE;0.131294519321152;1.39535004157063;0.1;0.021;1
ELP6;0.131294519321152;0.313826934056074;0.1;0.021;1
RRP9;0.131294519321152;0.689750996401023;0.1;0.021;1
TOPBP1;0.131294519321152;-0.310289336786793;0.1;0.021;1
SRPRB;0.131294519321152;1.31088336035053;0.1;0.021;1
STAG1;0.131294519321152;1.52667328018982;0.1;0.021;1
PDS5A;0.131294519321152;0.909524339631366;0.1;0.021;1
EXOC1;0.131294519321152;-0.223764720294474;0.1;0.021;1
ENOPH1;0.131294519321152;1.04688963806527;0.1;0.021;1
PAPSS1;0.131294519321152;1.58918716344378;0.1;0.021;1
PRSS12;0.131294519321152;1.71118325370421;0.1;0.021;1
USP38;0.131294519321152;0.742554185955468;0.1;0.021;1
BRIX1;0.131294519321152;1.38541174964747;0.1;0.021;1
FBXO4;0.131294519321152;0.890846410468933;0.1;0.021;1
SMN1;0.131294519321152;1.95413301772024;0.1;0.021;1
MCCC2;0.131294519321152;1.04179414976496;0.1;0.021;1
TNPO1;0.131294519321152;0.339867673770885;0.1;0.021;1
TXNDC15;0.131294519321152;1.24192022580048;0.1;0.021;1
PURA;0.131294519321152;0.286827702837734;0.1;0.021;1
DUSP22;0.131294519321152;0.273251985246573;0.1;0.021;1
WRNIP1;0.131294519321152;0.783357823207692;0.1;0.021;1
HIST1H4H;0.131294519321152;1.16248287113942;0.1;0.021;1
PRSS16;0.131294519321152;0.931820326499252;0.1;0.021;1
RP11-462G2.1;0.131294519321152;1.39285161800123;0.1;0.021;1
CDK19;0.131294519321152;1.30092807234561;0.1;0.021;1
MYB;0.131294519321152;0.433278935677914;0.1;0.021;1
TMEM181;0.131294519321152;0.142301938675192;0.1;0.021;1
PMS2;0.131294519321152;0.894070142273851;0.1;0.021;1
AC003075.4;0.131294519321152;-0.442828433106217;0.1;0.021;1
TWISTNB;0.131294519321152;1.86454902345417;0.1;0.021;1
VPS41;0.131294519321152;0.549888945043278;0.1;0.021;1
RP11-166O4.6;0.131294519321152;0.531874764482897;0.1;0.021;1
BAZ1B;0.131294519321152;0.148186743480046;0.1;0.021;1
DNAJC30;0.131294519321152;0.793983656210497;0.1;0.021;1
ZNF394;0.131294519321152;0.286378525180663;0.1;0.021;1
ZNF800;0.131294519321152;0.758453326359668;0.1;0.021;1
BPGM;0.131294519321152;1.73472733871415;0.1;0.021;1
ASMTL;0.131294519321152;1.37287626314291;0.1;0.021;1
FTSJ1;0.131294519321152;0.239778053718629;0.1;0.021;1
MAGED1;0.131294519321152;1.72661197208268;0.1;0.021;1
ARHGEF9;0.131294519321152;1.19923223122525;0.1;0.021;1
LAS1L;0.131294519321152;1.28749983849942;0.1;0.021;1
DIAPH2;0.131294519321152;1.89317276683389;0.1;0.021;1
SYTL4;0.131294519321152;0.994602707144302;0.1;0.021;1
RAP2C;0.131294519321152;0.672264898906044;0.1;0.021;1
FMR1;0.131294519321152;1.76963433505001;0.1;0.021;1
TMEM187;0.131294519321152;1.07008701214935;0.1;0.021;1
BRCC3;0.131294519321152;-0.354743424465748;0.1;0.021;1
PPP3CC;0.131294519321152;1.07251257357948;0.1;0.021;1
NCOA2;0.131294519321152;1.24969955550628;0.1;0.021;1
KIAA1429;0.131294519321152;0.898504935016804;0.1;0.021;1
ANKRD46;0.131294519321152;0.606018013420342;0.1;0.021;1
NOV;0.131294519321152;1.10855021527234;0.1;0.021;1
ZHX1;0.131294519321152;1.19301747142604;0.1;0.021;1
CDC37L1;0.131294519321152;1.81205976787174;0.1;0.021;1
ZDHHC21;0.131294519321152;0.830970349649229;0.1;0.021;1
TUSC1;0.131294519321152;1.30086352814081;0.1;0.021;1
SLC25A51;0.131294519321152;-0.322544728558997;0.1;0.021;1
NFIL3;0.131294519321152;0.35817926724139;0.1;0.021;1
RP11-395P17.3;0.131294519321152;1.95160306149401;0.1;0.021;1
TMEM203;0.131294519321152;0.705928569665115;0.1;0.021;1
NELFB;0.131294519321152;0.260129665277203;0.1;0.021;1
TMEM236-ENSG00000184040;0.131294519321152;1.02391901944089;0.1;0.021;1
ZNF33A;0.131294519321152;1.08154131284245;0.1;0.021;1
SLC25A16;0.131294519321152;1.31459909957332;0.1;0.021;1
DDX50;0.131294519321152;0.698290823446434;0.1;0.021;1
RNLS;0.131294519321152;1.68188687782635;0.1;0.021;1
CUTC;0.131294519321152;1.89642888776575;0.1;0.021;1
TRIM8;0.131294519321152;0.667185598729715;0.1;0.021;1
PCGF6;0.131294519321152;1.50029149746696;0.1;0.021;1
BBIP1;0.131294519321152;0.611528899764147;0.1;0.021;1
MCMBP;0.131294519321152;0.447431457278397;0.1;0.021;1
FAM175B;0.131294519321152;1.40500308714195;0.1;0.021;1
PPP2R2D;0.131294519321152;1.27972614989727;0.1;0.021;1
CPT1A;0.131294519321152;1.54408887521588;0.1;0.021;1
POLD3;0.131294519321152;1.36272628552434;0.1;0.021;1
SLCO2B1;0.131294519321152;0.454298469203493;0.1;0.021;1
PRKRIR;0.131294519321152;0.993777172062613;0.1;0.021;1
AASDHPPT;0.131294519321152;1.27586509064407;0.1;0.021;1
DDX6;0.131294519321152;0.734459313235858;0.1;0.021;1
C12orf5;0.131294519321152;1.63007694727484;0.1;0.021;1
DNAJC22;0.131294519321152;1.10413641857987;0.1;0.021;1
SPRYD4;0.131294519321152;0.124441600496944;0.1;0.021;1
SRGAP1;0.131294519321152;-0.641052299402319;0.1;0.021;1
TBK1;0.131294519321152;1.38390059167776;0.1;0.021;1
RAB21;0.131294519321152;0.426538571395809;0.1;0.021;1
NUP37;0.131294519321152;0.279067140910807;0.1;0.021;1
ALKBH2;0.131294519321152;1.95213173160505;0.1;0.021;1
UBE3B;0.131294519321152;2.11870933087375;0.1;0.021;1
SFSWAP;0.131294519321152;1.31196182503392;0.1;0.021;1
COG3;0.131294519321152;1.45198326101896;0.1;0.021;1
NRDE2;0.131294519321152;1.7943222397298;0.1;0.021;1
TRMT61A;0.131294519321152;2.01963039909738;0.1;0.021;1
NDN;0.131294519321152;1.38843872745033;0.1;0.021;1
RP11-519G16.5;0.131294519321152;0.446026200110218;0.1;0.021;1
DMXL2;0.131294519321152;1.48962885854131;0.1;0.021;1
STARD5;0.131294519321152;1.48123403235308;0.1;0.021;1
HN1L;0.131294519321152;0.840255019764476;0.1;0.021;1
ZNF205;0.131294519321152;0.225467825323575;0.1;0.021;1
RMI2;0.131294519321152;0.641690294687555;0.1;0.021;1
COG7;0.131294519321152;0.162973705541653;0.1;0.021;1
ERN2;0.131294519321152;1.76726149967224;0.1;0.021;1
ZNF764;0.131294519321152;0.503920443981154;0.1;0.021;1
KATNB1;0.131294519321152;-0.281341001516703;0.1;0.021;1
NFATC3;0.131294519321152;-1.30583710267757;0.1;0.021;1
FUK;0.131294519321152;0.374806122805868;0.1;0.021;1
FBXO31;0.131294519321152;1.0534481088543;0.1;0.021;1
VPS53;0.131294519321152;1.39934988816961;0.1;0.021;1
CAMTA2;0.131294519321152;1.55450326265755;0.1;0.021;1
HNF1B;0.131294519321152;0.656772383322288;0.1;0.021;1
KAT2A;0.131294519321152;0.801661233180297;0.1;0.021;1
HSD17B1;0.131294519321152;0.530332239704237;0.1;0.021;1
RSAD1;0.131294519321152;1.16679168549909;0.1;0.021;1
AXIN2;0.131294519321152;1.87704156203024;0.1;0.021;1
ENTHD2;0.131294519321152;-0.256020308705874;0.1;0.021;1
DLGAP1-AS1;0.131294519321152;1.5889699399447;0.1;0.021;1
LINC00526;0.131294519321152;1.51578014004587;0.1;0.021;1
FECH;0.131294519321152;-0.192789754599183;0.1;0.021;1
TRMT6;0.131294519321152;1.35794212279772;0.1;0.021;1
PDRG1;0.131294519321152;0.722198613373241;0.1;0.021;1
PXMP4;0.131294519321152;1.38374647845494;0.1;0.021;1
TTPAL;0.131294519321152;0.861768513883631;0.1;0.021;1
SPATA2;0.131294519321152;0.114333083562032;0.1;0.021;1
PTPN1;0.131294519321152;1.44573051545075;0.1;0.021;1
MUM1;0.131294519321152;1.58094734072878;0.1;0.021;1
CHAF1A;0.131294519321152;1.14185982221793;0.1;0.021;1
SYNE4;0.131294519321152;1.26822844315425;0.1;0.021;1
XRCC1;0.131294519321152;0.667149427829987;0.1;0.021;1
BCL3;0.131294519321152;1.25102468805296;0.1;0.021;1
ALDH16A1;0.131294519321152;0.671285429413558;0.1;0.021;1
RRAS;0.131294519321152;1.23552085013439;0.1;0.021;1
SELO;0.131294519321152;1.62889211226606;0.1;0.021;1
HDAC10;0.131294519321152;1.7287399601985;0.1;0.021;1
COX8A;0.131376638881676;0.376518964350701;0.8;0.602;1
C16orf13;0.131734480504469;-0.56952587000026;0.4;0.157;1
ILF2;0.132217783408628;0.774716524585579;0.3;0.131;1
YBX1;0.133309102555762;0.386531813791432;0.9;0.602;1
RAB5A;0.133533251909042;-0.931277412542286;0.3;0.11;1
MPG;0.133533251909042;-1.17842987384797;0.3;0.11;1
BLVRB;0.13375055945073;-0.104293295390327;0.7;0.351;1
DUSP11;0.134245441178178;-0.179100233341464;0.2;0.063;1
NIF3L1;0.134245441178178;-0.751801311647386;0.2;0.063;1
BLOC1S4;0.134245441178178;0.540452869660601;0.2;0.063;1
SREK1;0.134245441178178;-0.442049149590391;0.2;0.063;1
F2RL1;0.134245441178178;-0.884610352092977;0.2;0.063;1
MAPKAPK5;0.134245441178178;-0.157368455339691;0.2;0.063;1
RABGGTA;0.134245441178178;-1.0483949431045;0.2;0.063;1
NELFCD;0.134245441178178;0.104512571497589;0.2;0.063;1
LLPH;0.135913966890211;1.69255031544357;0.2;0.073;1
STRADB;0.136962123361364;1.36935553133383;0.2;0.068;1
C22orf39;0.136962123361364;0.543073937089443;0.2;0.068;1
GRHPR;0.136962854865725;0.410048989274178;0.3;0.12;1
SLC25A1;0.136962854865725;0.25460381678166;0.3;0.12;1
NDUFS7;0.137344287378205;-0.25360455512734;0.7;0.34;1
MT-ND4;0.137646877205917;0.682276139819129;0.7;0.66;1
NDUFA13;0.138035433027847;0.40555928902151;0.8;0.482;1
TWF2;0.138737930803365;-0.517031106474666;0.3;0.11;1
SURF1;0.139506095129604;-0.16355845177529;0.3;0.12;1
CSTB;0.139960892127059;0.464413169106027;0.9;0.639;1
CCS;0.140223514779501;1.10732086440347;0.2;0.068;1
DDOST;0.140343560505187;0.86577433425224;0.4;0.183;1
RAB40B;0.140848219477874;-3.61831051398463;0;0.183;1
FUCA1;0.142228751442764;-0.707053732723832;0.6;0.272;1
PPCS;0.14255102694058;0.426087300064805;0.5;0.241;1
RPL30;0.142773515864245;0.569212967527231;0.9;0.733;1
PCMT1;0.142824542716073;0.328535589714914;0.4;0.178;1
DYNLL1;0.142999639480372;0.527361620586742;0.9;0.618;1
PMPCB;0.143139178091547;-0.354444905022288;0.4;0.162;1
UBE2I;0.143139178091547;-0.365069465134211;0.4;0.162;1
TUBA1B;0.143519643971142;0.996037201384785;0.6;0.398;1
SLC35F5;0.143544321277586;0.13311644774141;0.2;0.068;1
TUBGCP2;0.143544321277586;0.600878644244002;0.2;0.068;1
SDHAF1;0.143544321277586;0.370361689611121;0.2;0.068;1
ALDOA;0.144158720413905;0.446736166806022;1;0.77;1
NAE1;0.14433811039694;1.34026259880327;0.4;0.188;1
BRK1;0.144409097955346;0.106274201336556;0.6;0.314;1
TCEA3;0.146039673035306;1.01574304022146;0.4;0.194;1
SPCS2;0.146558008198426;0.409433569393843;0.5;0.272;1
SRP14;0.14671856464085;0.357066929402106;0.8;0.602;1
MGAT4A;0.146925118700762;0.72509840139491;0.2;0.068;1
ARSE;0.146925118700762;0.550823500859536;0.2;0.068;1
DGAT1;0.146925118700762;0.579777723737698;0.2;0.068;1
GTF3A;0.146925118700762;0.166452304318622;0.2;0.068;1
COMMD1;0.14720079437743;-0.114834837447874;0.3;0.115;1
DNAJC4;0.14720079437743;-0.530738547056399;0.3;0.115;1
PHYH;0.147316461671983;1.92357180867886;0.3;0.126;1
PRKCD;0.147751965422754;-2.8999055087007;0;0.178;1
ADIRF;0.148119101088705;0.647642875491556;0.6;0.314;1
RPL7;0.148410882017922;0.337589463107276;0.9;0.702;1
OST4;0.148901013642279;0.877186667241725;0.6;0.461;1
NDUFA2;0.149800415331001;0.334326781457792;0.6;0.346;1
TMX2;0.149934783154175;-0.382027178105574;0.3;0.115;1
CLK3;0.150043760951091;0.302144431013195;0.3;0.12;1
CNDP2;0.150043760951091;0.237025481259548;0.3;0.12;1
RASSF6;0.150366475159772;0.582650764618938;0.2;0.068;1
PTER;0.150366475159772;0.178858167409118;0.2;0.068;1
SH3GLB1;0.150668028974028;0.186731547329472;0.5;0.241;1
CHP2;0.150993981209846;-2.1914367413062;0.3;0.445;1
ATP5E;0.151295457286173;0.559270571771542;0.8;0.686;1
ACAA1;0.151943812692141;-0.267830862100123;0.4;0.178;1
PTPRF;0.152589713445702;-0.629726309377768;0.4;0.162;1
RPL34;0.15267500219641;0.336228381145117;0.9;0.801;1
EPS8;0.152707333779886;0.32628245607008;0.3;0.115;1
IDH1;0.15277071127245;-0.152745228849341;0.3;0.12;1
CYCS;0.152788472236921;0.40707157379323;0.7;0.513;1
MTRNR2L10;0.153476566773243;-3.86277134898064;0.1;0.283;1
NABP2;0.153868950634222;0.177583882041833;0.2;0.068;1
DDX17;0.153868950634222;-0.455771667161183;0.2;0.068;1
CLDN7;0.154027470483387;-0.669385131613625;0.8;0.743;1
EIF4B;0.155015563798069;1.34964668550096;0.3;0.131;1
TMPRSS2;0.155331963646676;-0.897823717039861;0.5;0.22;1
C17orf89;0.155361276189281;0.51709647411699;0.3;0.126;1
TMED3;0.155518724084295;-0.815797171387033;0.3;0.115;1
HDAC2;0.155535207618066;-0.431595966184248;0.3;0.12;1
TMEM87B;0.155639845115721;0.813974866837572;0.2;0.073;1
ATP5J;0.15605817638158;0.597951207642734;0.8;0.597;1
HLA-B;0.156238044628971;-1.13288785502749;0.8;0.822;1
CTNNA1;0.156973798151874;-0.199434981648491;0.6;0.288;1
SSR3;0.15703989731888;-0.773060111087046;0.4;0.173;1
ALKBH7;0.157294966919551;1.16009949681373;0.6;0.346;1
PRADC1;0.157433096573637;-0.274815727430983;0.2;0.068;1
C15orf40;0.157433096573637;0.111349597262756;0.2;0.068;1
TMEM230;0.157529488352972;-0.324868999060533;0.5;0.22;1
VILL;0.158107122046571;1.40829294588235;0.4;0.204;1
RBM3;0.158227658922501;0.116870126483277;0.7;0.361;1
GADD45A;0.158369228386777;-1.04685776525466;0.3;0.115;1
PHGR1;0.159075754379966;-0.629704102519224;1;0.984;1
NKTR;0.161059455496606;0.704765014445844;0.2;0.068;1
JKAMP;0.161059455496606;-0.160340332988653;0.2;0.068;1
ETS2;0.161059455496606;0.281311203065439;0.2;0.068;1
SMIM20;0.161177877453686;0.196196578246912;0.3;0.12;1
NIT1;0.161259117368932;-1.07486613178077;0.3;0.115;1
PSMC2;0.161815597236758;0.800405701612486;0.3;0.141;1
PSMC1;0.162272948393189;-0.810893355193195;0.4;0.168;1
WBP5;0.162505212278312;-3.93866216772584;0;0.168;1
NR1H2;0.162505212278312;-3.33216442165532;0;0.168;1
HRCT1;0.162513220529583;-1.98268593859081;0.4;0.497;1
RPS15A;0.16265346198989;0.352563342246299;0.9;0.691;1
PCBP2;0.163579692537232;-0.224921889334429;0.6;0.304;1
PAQR8;0.164188657946768;-1.5196230393386;0.3;0.115;1
C9orf78;0.164188657946768;-0.802732992509179;0.3;0.115;1
COMMD3;0.164424547728426;-0.52481928523604;0.4;0.173;1
MIB2;0.16474856058825;0.17611554041402;0.2;0.068;1
SZRD1;0.16474856058825;0.374144633148768;0.2;0.068;1
RHOB;0.16474856058825;-0.640798521802649;0.2;0.068;1
MAD2L1BP;0.16474856058825;-0.194550497837208;0.2;0.068;1
HRAS;0.16474856058825;-0.386311573846857;0.2;0.068;1
COPS2;0.16474856058825;-0.431937669397223;0.2;0.068;1
TGIF1;0.16474856058825;-0.501068105344443;0.2;0.068;1
EIF6;0.164840291311642;0.105152585203272;0.6;0.351;1
KLF3;0.165363263972166;2.05340256912583;0.3;0.136;1
CDX2;0.165629005424994;0.609531635747145;0.6;0.304;1
UFM1;0.166058435908192;0.727182546255574;0.3;0.131;1
PLS1;0.166259449647754;-0.201416181544459;0.5;0.23;1
RBCK1;0.166444804614287;-0.130623628902465;0.4;0.178;1
SYAP1;0.166943001972936;-0.109381651337075;0.4;0.173;1
UGDH;0.166943345118973;-0.63502900666367;0.4;0.173;1
PHB2;0.166943345118973;-0.497844077084171;0.4;0.173;1
TPM3;0.167058606547103;0.689429758497486;0.6;0.346;1
RPL31;0.167164622407032;0.338663051707686;0.9;0.712;1
XIST;0.167272857902144;2.15372808549414;0.2;0.079;1
ETFA;0.167876235405172;-0.151049257165938;0.7;0.361;1
PSMC4;0.168339616569562;-0.16944956562713;0.4;0.183;1
SNRPD3;0.168339616569562;0.129294430420823;0.4;0.183;1
PDLIM1;0.168353078925035;-1.24860773344593;0.6;0.628;1
STXBP3;0.168500935296326;-0.194706653833358;0.2;0.068;1
BPNT1;0.168500935296326;0.309696153003313;0.2;0.068;1
CRBN;0.168500935296326;-0.740238221577768;0.2;0.068;1
HINT3;0.168500935296326;-0.932210495747228;0.2;0.068;1
GRINA;0.168500935296326;0.424019572762874;0.2;0.068;1
MGEA5;0.168500935296326;-0.469397496561023;0.2;0.068;1
STK38L;0.168500935296326;-0.856828319021567;0.2;0.068;1
PPP1R12A;0.168500935296326;-1.49979966806723;0.2;0.068;1
OSBPL7;0.168500935296326;-0.687450746467428;0.2;0.068;1
MED15;0.168500935296326;-0.437633561271061;0.2;0.068;1
HINT1;0.169259839712825;0.521343248647554;0.7;0.634;1
ARPC1A;0.169726971630478;-0.108112710004876;0.6;0.325;1
TMEM106B;0.169950821753485;0.783583557390162;0.2;0.073;1
PEX11B;0.170206405941802;5.05634925180471;0.1;0.026;1
ROCK2;0.170206405941802;2.81515380843883;0.1;0.026;1
ZNF514;0.170206405941802;5.25720927100253;0.1;0.026;1
SDF2;0.170384872356067;-3.27188690372458;0;0.162;1
RPS14;0.170633404876377;0.20794318419891;1;0.88;1
HMGB1;0.170656865945944;0.468878997417695;0.8;0.555;1
TMEM258;0.17121383159663;0.860143828552795;0.5;0.366;1
IMP3;0.17150278405617;0.14389024489092;0.4;0.178;1
SLC9A3R1;0.171774949346022;0.117680244226086;0.4;0.194;1
TSEN34;0.171797038469836;1.91749665133001;0.3;0.131;1
TUBB2A;0.172445043531648;0.211478193673911;0.3;0.126;1
C12orf57;0.172445043531648;0.360480303246953;0.3;0.126;1
ABHD3;0.172537536867853;-0.962414339124682;0.4;0.168;1
GOLGA7;0.172925002273953;-0.253055652156802;0.3;0.12;1
SLC16A3;0.173331958237181;0.882390303595996;0.5;0.257;1
GOLPH3L;0.173678101622743;0.286565465536087;0.2;0.073;1
VDAC3;0.173835493468955;-0.421774979577994;0.6;0.293;1
TMED10;0.173878311904881;0.611508103978586;0.5;0.33;1
CISD2;0.175959419503625;-0.894450895146914;0.3;0.12;1
TMEM167B;0.176176073811858;2.27638641559798;0.1;0.026;1
C9orf69;0.176176073811858;2.79025438681677;0.1;0.026;1
CACUL1;0.176176073811858;2.54843216085413;0.1;0.026;1
WARS;0.176176073811858;2.58366309440944;0.1;0.026;1
USP7;0.176176073811858;1.76440860665601;0.1;0.026;1
HSD3B7;0.176176073811858;1.99559051211048;0.1;0.026;1
ZNF784;0.176176073811858;2.37871980371453;0.1;0.026;1
DMBT1;0.176674952651082;-0.330453654270256;0.4;0.178;1
MT-CO1;0.176677698584129;0.348230073789462;1;0.806;1
CWC15;0.176798283690106;0.312918408510312;0.4;0.194;1
GCA;0.177466122302115;1.04877194112675;0.2;0.073;1
TTC3;0.177466122302115;-0.389034664150653;0.2;0.073;1
MTRNR2L8;0.178113945182458;-4.29409873682412;0.3;0.403;1
PITX2;0.178621710898741;-3.15414198754801;0;0.157;1
CYP3A5;0.178621710898741;-3.30674470183014;0;0.157;1
PTK6;0.178621710898741;-2.9766123312944;0;0.157;1
PSMD8;0.179579392708555;-0.679221310474469;0.6;0.272;1
ABHD11;0.179717937361969;0.26867455805071;0.3;0.136;1
SARS;0.180681363028799;-0.199868559333471;0.3;0.131;1
MITD1;0.181315330177781;0.130448442871448;0.2;0.073;1
OAT;0.181315330177781;0.579668522061735;0.2;0.073;1
TNFRSF11A;0.181315330177781;0.773414622464739;0.2;0.073;1
UBE2G1;0.181944025728464;0.532064390321956;0.2;0.079;1
TMCO1;0.181962478670996;-0.26824093325407;0.4;0.178;1
DEK;0.181962478670996;-0.327575669255642;0.4;0.178;1
P2RX4;0.182147071687509;-0.494973166886907;0.3;0.12;1
KXD1;0.182147071687509;-1.05535704477053;0.3;0.12;1
CRELD1;0.182300463996803;1.79983420838576;0.1;0.026;1
TOP2B;0.182300463996803;2.37679528219675;0.1;0.026;1
FNDC3B;0.182300463996803;2.42251880826875;0.1;0.026;1
FBXW11;0.182300463996803;1.13885829524404;0.1;0.026;1
KMT2E-AS1;0.182300463996803;2.02095701638794;0.1;0.026;1
EMD;0.182300463996803;2.20346760865646;0.1;0.026;1
C8orf76;0.182300463996803;1.75124464374604;0.1;0.026;1
GLE1;0.182300463996803;2.14716415771205;0.1;0.026;1
PPFIBP1;0.182300463996803;2.12876057721653;0.1;0.026;1
ZMYM2;0.182300463996803;1.8719806230736;0.1;0.026;1
MAFG;0.182300463996803;1.96486090563199;0.1;0.026;1
DYM;0.182300463996803;2.40755404382876;0.1;0.026;1
CDS2;0.182300463996803;1.52815087556945;0.1;0.026;1
ZNF766;0.182300463996803;1.56376864799584;0.1;0.026;1
TMEM72;0.182300463996803;2.14673918465554;0.1;0.026;1
SELK;0.182506641528369;-0.509134888255003;0.6;0.288;1
RPL27;0.183567988289558;0.367825213126859;0.8;0.539;1
BCAP31;0.183633699329622;1.19408358518989;0.5;0.293;1
EIF3I;0.184865194816593;0.439104907452507;0.4;0.204;1
PFDN1;0.185712156730083;0.940209975030195;0.3;0.136;1
TRIM15;0.186049683448996;1.57295338052148;0.4;0.199;1
KRT18;0.186522366184137;0.573667446514524;0.9;0.853;1
CCNL1;0.187724185191729;-0.295869425584791;0.3;0.126;1
C19orf25;0.188494659834634;-1.02663090756238;0.3;0.12;1
NEK7;0.188581338445924;1.40401888991047;0.1;0.026;1
DDX59;0.188581338445924;1.10691737188871;0.1;0.026;1
UNC5C;0.188581338445924;1.01886100059183;0.1;0.026;1
KIAA1109;0.188581338445924;1.7337389119191;0.1;0.026;1
PDLIM7;0.188581338445924;0.743910238807284;0.1;0.026;1
RPP25;0.188581338445924;2.29445977682903;0.1;0.026;1
ZNF75A;0.188581338445924;2.08838677191812;0.1;0.026;1
NFAT5;0.188581338445924;1.01137638025096;0.1;0.026;1
TK1;0.188581338445924;1.64820768055846;0.1;0.026;1
RAB27B;0.188581338445924;1.40910634399469;0.1;0.026;1
PRR14L;0.188581338445924;2.18867650958659;0.1;0.026;1
NCAPH2;0.188581338445924;0.70179571560629;0.1;0.026;1
GNG5;0.188926797605416;0.347696014991012;0.7;0.419;1
LAMTOR4;0.189147075570432;-1.31949071631043;0.7;0.618;1
FNTA;0.190896407242264;-0.234876477964081;0.3;0.126;1
SERINC2;0.19119346489101;-1.83969544528525;0.4;0.476;1
RPL18A;0.191634547636366;0.300650160654156;0.9;0.691;1
NTHL1;0.191728980285975;-1.36438122865445;0.3;0.12;1
ST13;0.192098504936985;0.660160394268849;0.5;0.257;1
RPS10;0.192261408445039;0.107421878703917;0.8;0.461;1
RPS9;0.192313148139759;0.288131656250234;1;0.717;1
HLA-DRB5;0.193426105514161;1.51540196938257;0.2;0.084;1
VPS25;0.19365430785339;-0.298600671559221;0.4;0.188;1
SPSB3;0.193745170727149;-0.629176238098435;0.4;0.173;1
DYNLRB1;0.194566354226705;-0.394791963239095;0.7;0.34;1
VPS13D;0.195020390714581;1.1320871211094;0.1;0.026;1
DCP1A;0.195020390714581;0.887835795214005;0.1;0.026;1
C3orf52;0.195020390714581;1.79896026641987;0.1;0.026;1
MSL2;0.195020390714581;1.45091291819692;0.1;0.026;1
FGFR3;0.195020390714581;0.518036763979217;0.1;0.026;1
TBC1D1;0.195020390714581;1.26565502207126;0.1;0.026;1
CDS1;0.195020390714581;0.938545049213799;0.1;0.026;1
CLPTM1L;0.195020390714581;0.383415081663206;0.1;0.026;1
DDX41;0.195020390714581;0.372509682216027;0.1;0.026;1
ARMCX6;0.195020390714581;0.440889344696687;0.1;0.026;1
IKBKB;0.195020390714581;1.21650726198489;0.1;0.026;1
IFIT3;0.195020390714581;1.23210247006395;0.1;0.026;1
FAM89B;0.195020390714581;-0.507017208013427;0.1;0.026;1
RAD9A;0.195020390714581;0.985412824396964;0.1;0.026;1
CREBZF;0.195020390714581;1.15229962814736;0.1;0.026;1
SSPN;0.195020390714581;0.657792415175168;0.1;0.026;1
FAM179B;0.195020390714581;1.25315755784353;0.1;0.026;1
PLEKHG3;0.195020390714581;1.22259599260258;0.1;0.026;1
FEM1B;0.195020390714581;1.04396013562673;0.1;0.026;1
PITPNA;0.195020390714581;0.787015808460722;0.1;0.026;1
CXCL16;0.195020390714581;0.622634378564899;0.1;0.026;1
SPECC1;0.195020390714581;1.20436898413021;0.1;0.026;1
NMT1;0.195020390714581;1.50365934462239;0.1;0.026;1
PTRH2;0.195020390714581;-0.840659442071853;0.1;0.026;1
SMAD4;0.195020390714581;0.863901907635981;0.1;0.026;1
NXT1;0.195020390714581;1.78133256523839;0.1;0.026;1
GTPBP1;0.195020390714581;0.307624696356237;0.1;0.026;1
ARFGAP3;0.195020390714581;1.15791827653869;0.1;0.026;1
SMIM11;0.195020390714581;0.693317727354948;0.1;0.026;1
C2orf54;0.196239091812581;-3.26383217451879;0;0.147;1
VIPR1;0.196239547852218;-3.29186781241893;0;0.147;1
FOXP1;0.196239547852218;-2.63745053180532;0;0.147;1
ENTPD6;0.196239547852218;-2.87008964795676;0;0.147;1
AQP8;0.196239547852218;-4.24337974123454;0;0.147;1
SSH2;0.19733259685529;-0.26354086892457;0.2;0.073;1
MED29;0.19733259685529;0.256455614224459;0.2;0.073;1
ATP5B;0.197422003261545;0.29625168784102;0.8;0.539;1
NADK;0.19754878844818;1.11269438434839;0.2;0.079;1
VGLL4;0.19754878844818;0.575274171721552;0.2;0.079;1
GLRX3;0.19754878844818;0.426575393360708;0.2;0.079;1
SH3BGRL3;0.198390044039145;0.562603714081487;0.8;0.665;1
RBM17;0.20064955369999;0.154697175343546;0.3;0.126;1
DHRS1;0.20064955369999;-0.455941377362749;0.3;0.126;1
CPNE8;0.201494067096374;-0.835530581802365;0.2;0.073;1
COMMD10;0.201598721977861;0.372262635749441;0.2;0.079;1
OXA1L;0.201598721977861;0.561402908443177;0.2;0.079;1
FBXO6;0.201619242388567;0.848759667318422;0.1;0.026;1
AGMAT;0.201619242388567;1.20417341826788;0.1;0.026;1
NBPF1;0.201619242388567;1.21111364090062;0.1;0.026;1
TMEM57;0.201619242388567;1.24452634213375;0.1;0.026;1
CTH;0.201619242388567;0.20559545628256;0.1;0.026;1
FNBP1L;0.201619242388567;0.302235994667119;0.1;0.026;1
KIAA1324;0.201619242388567;1.40495143479285;0.1;0.026;1
RP11-277L2.4;0.201619242388567;1.19275093983456;0.1;0.026;1
